id,archetype_id,archetype_name
1620,7,White Commuter Working
1621,8,Multiracial Bridge-Builder
1622,1,Latina Commuter Caretaker
1623,1,Latina Commuter Caretaker
1624,3,Asian High-Pressure Achiever
1625,2,Latino First-Gen Striver
1626,2,Latino First-Gen Striver
1627,4,Asian First-Gen Navigator
1628,2,Latino First-Gen Striver
1629,10,Continuing-Gen Cruiser
1630,1,Latina Commuter Caretaker
1631,3,Asian High-Pressure Achiever
1632,1,Latina Commuter Caretaker
1633,10,Continuing-Gen Cruiser
1634,10,Continuing-Gen Cruiser
1635,1,Latina Commuter Caretaker
1636,7,White Commuter Working
1637,2,Latino First-Gen Striver
1638,3,Asian High-Pressure Achiever
1639,1,Latina Commuter Caretaker
1640,10,Continuing-Gen Cruiser
1641,9,Hispanic On-Campus Transitioner
1642,8,Multiracial Bridge-Builder
1643,10,Continuing-Gen Cruiser
1644,1,Latina Commuter Caretaker
1645,1,Latina Commuter Caretaker
1646,10,Continuing-Gen Cruiser
1647,3,Asian High-Pressure Achiever
1648,10,Continuing-Gen Cruiser
1649,8,Multiracial Bridge-Builder
1650,5,Black Campus Connector
1651,1,Latina Commuter Caretaker
1652,1,Latina Commuter Caretaker
1653,5,Black Campus Connector
1654,10,Continuing-Gen Cruiser
1655,10,Continuing-Gen Cruiser
1656,2,Latino First-Gen Striver
1657,7,White Commuter Working
1658,1,Latina Commuter Caretaker
1659,3,Asian High-Pressure Achiever
1660,10,Continuing-Gen Cruiser
1661,6,White Residential Traditional
1662,4,Asian First-Gen Navigator
1663,10,Continuing-Gen Cruiser
1664,2,Latino First-Gen Striver
1665,8,Multiracial Bridge-Builder
1666,10,Continuing-Gen Cruiser
1667,1,Latina Commuter Caretaker
1668,10,Continuing-Gen Cruiser
1669,1,Latina Commuter Caretaker
1670,1,Latina Commuter Caretaker
1671,9,Hispanic On-Campus Transitioner
1672,2,Latino First-Gen Striver
1673,10,Continuing-Gen Cruiser
1674,7,White Commuter Working
1675,4,Asian First-Gen Navigator
1676,1,Latina Commuter Caretaker
1677,2,Latino First-Gen Striver
1678,2,Latino First-Gen Striver
1679,2,Latino First-Gen Striver
1680,9,Hispanic On-Campus Transitioner
1681,8,Multiracial Bridge-Builder
1682,1,Latina Commuter Caretaker
1683,10,Continuing-Gen Cruiser
1684,10,Continuing-Gen Cruiser
1685,1,Latina Commuter Caretaker
1686,8,Multiracial Bridge-Builder
1687,7,White Commuter Working
1688,10,Continuing-Gen Cruiser
1689,3,Asian High-Pressure Achiever
1690,10,Continuing-Gen Cruiser
1691,2,Latino First-Gen Striver
1692,3,Asian High-Pressure Achiever
1693,9,Hispanic On-Campus Transitioner
1694,2,Latino First-Gen Striver
1695,2,Latino First-Gen Striver
1696,2,Latino First-Gen Striver
1697,8,Multiracial Bridge-Builder
1698,10,Continuing-Gen Cruiser
1699,10,Continuing-Gen Cruiser
1700,1,Latina Commuter Caretaker
1701,7,White Commuter Working
1702,1,Latina Commuter Caretaker
1703,6,White Residential Traditional
1704,2,Latino First-Gen Striver
1705,3,Asian High-Pressure Achiever
1706,3,Asian High-Pressure Achiever
1707,1,Latina Commuter Caretaker
1708,10,Continuing-Gen Cruiser
1709,7,White Commuter Working
1710,5,Black Campus Connector
1711,10,Continuing-Gen Cruiser
1712,4,Asian First-Gen Navigator
1713,10,Continuing-Gen Cruiser
1714,1,Latina Commuter Caretaker
1715,2,Latino First-Gen Striver
1716,8,Multiracial Bridge-Builder
1717,4,Asian First-Gen Navigator
1718,6,White Residential Traditional
1719,9,Hispanic On-Campus Transitioner
1720,7,White Commuter Working
1721,10,Continuing-Gen Cruiser
1722,9,Hispanic On-Campus Transitioner
1723,4,Asian First-Gen Navigator
1724,10,Continuing-Gen Cruiser
1725,6,White Residential Traditional
1726,10,Continuing-Gen Cruiser
1727,8,Multiracial Bridge-Builder
1728,10,Continuing-Gen Cruiser
1729,1,Latina Commuter Caretaker
1730,9,Hispanic On-Campus Transitioner
1731,2,Latino First-Gen Striver
1732,10,Continuing-Gen Cruiser
1733,3,Asian High-Pressure Achiever
1734,7,White Commuter Working
1735,1,Latina Commuter Caretaker
1736,10,Continuing-Gen Cruiser
1737,2,Latino First-Gen Striver
1738,2,Latino First-Gen Striver
1739,7,White Commuter Working
1740,2,Latino First-Gen Striver
1741,4,Asian First-Gen Navigator
1742,2,Latino First-Gen Striver
1743,8,Multiracial Bridge-Builder
1744,10,Continuing-Gen Cruiser
1745,10,Continuing-Gen Cruiser
1746,10,Continuing-Gen Cruiser
1747,4,Asian First-Gen Navigator
1748,7,White Commuter Working
1749,2,Latino First-Gen Striver
1750,8,Multiracial Bridge-Builder
1751,7,White Commuter Working
1752,10,Continuing-Gen Cruiser
1753,10,Continuing-Gen Cruiser
1754,6,White Residential Traditional
1755,9,Hispanic On-Campus Transitioner
1756,10,Continuing-Gen Cruiser
1757,3,Asian High-Pressure Achiever
1758,1,Latina Commuter Caretaker
1759,10,Continuing-Gen Cruiser
1760,1,Latina Commuter Caretaker
1761,3,Asian High-Pressure Achiever
1762,2,Latino First-Gen Striver
1763,4,Asian First-Gen Navigator
1764,1,Latina Commuter Caretaker
1765,10,Continuing-Gen Cruiser
1766,6,White Residential Traditional
1767,1,Latina Commuter Caretaker
1768,3,Asian High-Pressure Achiever
1769,10,Continuing-Gen Cruiser
1770,4,Asian First-Gen Navigator
1771,8,Multiracial Bridge-Builder
1772,5,Black Campus Connector
1773,6,White Residential Traditional
1774,10,Continuing-Gen Cruiser
1775,7,White Commuter Working
1776,9,Hispanic On-Campus Transitioner
1777,1,Latina Commuter Caretaker
1778,2,Latino First-Gen Striver
1779,3,Asian High-Pressure Achiever
1780,6,White Residential Traditional
1781,2,Latino First-Gen Striver
1782,3,Asian High-Pressure Achiever
1783,1,Latina Commuter Caretaker
1784,9,Hispanic On-Campus Transitioner
1785,10,Continuing-Gen Cruiser
1786,8,Multiracial Bridge-Builder
1787,10,Continuing-Gen Cruiser
1788,3,Asian High-Pressure Achiever
1789,3,Asian High-Pressure Achiever
1790,6,White Residential Traditional
1791,3,Asian High-Pressure Achiever
1792,1,Latina Commuter Caretaker
1793,4,Asian First-Gen Navigator
1794,3,Asian High-Pressure Achiever
1795,4,Asian First-Gen Navigator
1796,9,Hispanic On-Campus Transitioner
1797,2,Latino First-Gen Striver
1798,3,Asian High-Pressure Achiever
1799,8,Multiracial Bridge-Builder
1800,10,Continuing-Gen Cruiser
1801,10,Continuing-Gen Cruiser
1802,9,Hispanic On-Campus Transitioner
1803,6,White Residential Traditional
1804,3,Asian High-Pressure Achiever
1805,6,White Residential Traditional
1806,2,Latino First-Gen Striver
1807,4,Asian First-Gen Navigator
1808,10,Continuing-Gen Cruiser
1809,1,Latina Commuter Caretaker
1810,1,Latina Commuter Caretaker
1811,1,Latina Commuter Caretaker
1812,2,Latino First-Gen Striver
1813,10,Continuing-Gen Cruiser
1814,9,Hispanic On-Campus Transitioner
1815,10,Continuing-Gen Cruiser
1816,5,Black Campus Connector
1817,3,Asian High-Pressure Achiever
1818,4,Asian First-Gen Navigator
1819,9,Hispanic On-Campus Transitioner
1820,7,White Commuter Working
1821,1,Latina Commuter Caretaker
1822,7,White Commuter Working
1823,9,Hispanic On-Campus Transitioner
1824,1,Latina Commuter Caretaker
1825,9,Hispanic On-Campus Transitioner
1826,2,Latino First-Gen Striver
1827,1,Latina Commuter Caretaker
1828,8,Multiracial Bridge-Builder
1829,3,Asian High-Pressure Achiever
1830,1,Latina Commuter Caretaker
1831,10,Continuing-Gen Cruiser
1832,6,White Residential Traditional
1833,10,Continuing-Gen Cruiser
1834,2,Latino First-Gen Striver
1835,5,Black Campus Connector
1836,10,Continuing-Gen Cruiser
1837,3,Asian High-Pressure Achiever
1838,6,White Residential Traditional
1839,2,Latino First-Gen Striver
1840,2,Latino First-Gen Striver
1841,3,Asian High-Pressure Achiever
1842,1,Latina Commuter Caretaker
1843,7,White Commuter Working
1844,4,Asian First-Gen Navigator
1845,9,Hispanic On-Campus Transitioner
1846,8,Multiracial Bridge-Builder
1847,2,Latino First-Gen Striver
1848,10,Continuing-Gen Cruiser
1849,10,Continuing-Gen Cruiser
1850,7,White Commuter Working
1851,3,Asian High-Pressure Achiever
1852,7,White Commuter Working
1853,10,Continuing-Gen Cruiser
1854,10,Continuing-Gen Cruiser
1855,3,Asian High-Pressure Achiever
1856,9,Hispanic On-Campus Transitioner
1857,2,Latino First-Gen Striver
1858,10,Continuing-Gen Cruiser
1859,10,Continuing-Gen Cruiser
1860,4,Asian First-Gen Navigator
1861,10,Continuing-Gen Cruiser
1862,9,Hispanic On-Campus Transitioner
1863,10,Continuing-Gen Cruiser
1864,3,Asian High-Pressure Achiever
1865,10,Continuing-Gen Cruiser
1866,6,White Residential Traditional
1867,1,Latina Commuter Caretaker
1868,10,Continuing-Gen Cruiser
1869,9,Hispanic On-Campus Transitioner
1870,1,Latina Commuter Caretaker
1871,9,Hispanic On-Campus Transitioner
1872,3,Asian High-Pressure Achiever
1873,1,Latina Commuter Caretaker
1874,3,Asian High-Pressure Achiever
1875,10,Continuing-Gen Cruiser
1876,10,Continuing-Gen Cruiser
1877,6,White Residential Traditional
1878,10,Continuing-Gen Cruiser
1879,10,Continuing-Gen Cruiser
1880,10,Continuing-Gen Cruiser
1881,3,Asian High-Pressure Achiever
1882,3,Asian High-Pressure Achiever
1883,6,White Residential Traditional
1884,10,Continuing-Gen Cruiser
1885,7,White Commuter Working
1886,4,Asian First-Gen Navigator
1887,6,White Residential Traditional
1888,10,Continuing-Gen Cruiser
1889,1,Latina Commuter Caretaker
1890,10,Continuing-Gen Cruiser
1891,2,Latino First-Gen Striver
1892,5,Black Campus Connector
1893,6,White Residential Traditional
1894,10,Continuing-Gen Cruiser
1895,3,Asian High-Pressure Achiever
1896,3,Asian High-Pressure Achiever
1897,10,Continuing-Gen Cruiser
1898,2,Latino First-Gen Striver
1899,10,Continuing-Gen Cruiser
1900,7,White Commuter Working
1901,10,Continuing-Gen Cruiser
1902,2,Latino First-Gen Striver
1903,10,Continuing-Gen Cruiser
1904,3,Asian High-Pressure Achiever
1905,10,Continuing-Gen Cruiser
1906,10,Continuing-Gen Cruiser
1907,6,White Residential Traditional
1908,10,Continuing-Gen Cruiser
1909,7,White Commuter Working
1910,2,Latino First-Gen Striver
1911,3,Asian High-Pressure Achiever
1912,1,Latina Commuter Caretaker
1913,10,Continuing-Gen Cruiser
1914,2,Latino First-Gen Striver
1915,10,Continuing-Gen Cruiser
1916,7,White Commuter Working
1917,3,Asian High-Pressure Achiever
1918,10,Continuing-Gen Cruiser
1919,2,Latino First-Gen Striver
1920,10,Continuing-Gen Cruiser
1921,10,Continuing-Gen Cruiser
1922,10,Continuing-Gen Cruiser
1923,7,White Commuter Working
1924,7,White Commuter Working
1925,10,Continuing-Gen Cruiser
1926,7,White Commuter Working
1927,9,Hispanic On-Campus Transitioner
1928,10,Continuing-Gen Cruiser
1929,3,Asian High-Pressure Achiever
1930,10,Continuing-Gen Cruiser
1931,10,Continuing-Gen Cruiser
1932,1,Latina Commuter Caretaker
1933,5,Black Campus Connector
1934,1,Latina Commuter Caretaker
1935,3,Asian High-Pressure Achiever
1936,10,Continuing-Gen Cruiser
1937,10,Continuing-Gen Cruiser
1938,6,White Residential Traditional
1939,10,Continuing-Gen Cruiser
1940,3,Asian High-Pressure Achiever
1941,5,Black Campus Connector
1942,7,White Commuter Working
1943,3,Asian High-Pressure Achiever
1944,10,Continuing-Gen Cruiser
1945,5,Black Campus Connector
1946,4,Asian First-Gen Navigator
1947,1,Latina Commuter Caretaker
1948,1,Latina Commuter Caretaker
1949,10,Continuing-Gen Cruiser
1950,3,Asian High-Pressure Achiever
1951,7,White Commuter Working
1952,6,White Residential Traditional
1953,3,Asian High-Pressure Achiever
1954,10,Continuing-Gen Cruiser
1955,2,Latino First-Gen Striver
1956,10,Continuing-Gen Cruiser
1957,2,Latino First-Gen Striver
1958,2,Latino First-Gen Striver
1959,6,White Residential Traditional
1960,1,Latina Commuter Caretaker
1961,9,Hispanic On-Campus Transitioner
1962,8,Multiracial Bridge-Builder
1963,2,Latino First-Gen Striver
1964,1,Latina Commuter Caretaker
1965,10,Continuing-Gen Cruiser
1966,1,Latina Commuter Caretaker
1967,6,White Residential Traditional
1968,10,Continuing-Gen Cruiser
1969,3,Asian High-Pressure Achiever
1970,10,Continuing-Gen Cruiser
1971,3,Asian High-Pressure Achiever
1972,10,Continuing-Gen Cruiser
1973,4,Asian First-Gen Navigator
1974,10,Continuing-Gen Cruiser
1975,10,Continuing-Gen Cruiser
1976,10,Continuing-Gen Cruiser
1977,6,White Residential Traditional
1978,10,Continuing-Gen Cruiser
1979,10,Continuing-Gen Cruiser
1980,9,Hispanic On-Campus Transitioner
1981,1,Latina Commuter Caretaker
1982,3,Asian High-Pressure Achiever
1983,9,Hispanic On-Campus Transitioner
1984,3,Asian High-Pressure Achiever
1985,2,Latino First-Gen Striver
1986,2,Latino First-Gen Striver
1987,10,Continuing-Gen Cruiser
1988,1,Latina Commuter Caretaker
1989,10,Continuing-Gen Cruiser
1990,2,Latino First-Gen Striver
1991,10,Continuing-Gen Cruiser
1992,1,Latina Commuter Caretaker
1993,2,Latino First-Gen Striver
1994,6,White Residential Traditional
1995,1,Latina Commuter Caretaker
1996,10,Continuing-Gen Cruiser
1997,10,Continuing-Gen Cruiser
1998,1,Latina Commuter Caretaker
1999,3,Asian High-Pressure Achiever
2000,10,Continuing-Gen Cruiser
2001,2,Latino First-Gen Striver
2002,10,Continuing-Gen Cruiser
2003,3,Asian High-Pressure Achiever
2004,2,Latino First-Gen Striver
2005,6,White Residential Traditional
2006,1,Latina Commuter Caretaker
2007,10,Continuing-Gen Cruiser
2008,1,Latina Commuter Caretaker
2009,9,Hispanic On-Campus Transitioner
2010,2,Latino First-Gen Striver
2011,10,Continuing-Gen Cruiser
2012,8,Multiracial Bridge-Builder
2013,4,Asian First-Gen Navigator
2014,9,Hispanic On-Campus Transitioner
2015,4,Asian First-Gen Navigator
2016,10,Continuing-Gen Cruiser
2017,10,Continuing-Gen Cruiser
2018,10,Continuing-Gen Cruiser
2019,7,White Commuter Working
2020,7,White Commuter Working
2021,6,White Residential Traditional
2022,7,White Commuter Working
2023,10,Continuing-Gen Cruiser
2024,1,Latina Commuter Caretaker
2025,1,Latina Commuter Caretaker
2026,1,Latina Commuter Caretaker
2027,10,Continuing-Gen Cruiser
2028,8,Multiracial Bridge-Builder
2029,2,Latino First-Gen Striver
2030,8,Multiracial Bridge-Builder
2031,2,Latino First-Gen Striver
2032,1,Latina Commuter Caretaker
2033,10,Continuing-Gen Cruiser
2034,1,Latina Commuter Caretaker
2035,10,Continuing-Gen Cruiser
2036,1,Latina Commuter Caretaker
2037,3,Asian High-Pressure Achiever
2038,3,Asian High-Pressure Achiever
2039,9,Hispanic On-Campus Transitioner
2040,1,Latina Commuter Caretaker
2041,9,Hispanic On-Campus Transitioner
2042,9,Hispanic On-Campus Transitioner
2043,3,Asian High-Pressure Achiever
2044,1,Latina Commuter Caretaker
2045,10,Continuing-Gen Cruiser
2046,1,Latina Commuter Caretaker
2047,10,Continuing-Gen Cruiser
2048,2,Latino First-Gen Striver
2049,6,White Residential Traditional
2050,8,Multiracial Bridge-Builder
2051,7,White Commuter Working
2052,10,Continuing-Gen Cruiser
2053,3,Asian High-Pressure Achiever
2054,1,Latina Commuter Caretaker
2055,1,Latina Commuter Caretaker
2056,10,Continuing-Gen Cruiser
2057,6,White Residential Traditional
2058,1,Latina Commuter Caretaker
2059,1,Latina Commuter Caretaker
2060,6,White Residential Traditional
2061,5,Black Campus Connector
2062,1,Latina Commuter Caretaker
2063,8,Multiracial Bridge-Builder
2064,3,Asian High-Pressure Achiever
2065,1,Latina Commuter Caretaker
2066,10,Continuing-Gen Cruiser
2067,6,White Residential Traditional
2068,1,Latina Commuter Caretaker
2069,9,Hispanic On-Campus Transitioner
2070,4,Asian First-Gen Navigator
2071,6,White Residential Traditional
2072,3,Asian High-Pressure Achiever
2073,5,Black Campus Connector
2074,7,White Commuter Working
2075,1,Latina Commuter Caretaker
2076,1,Latina Commuter Caretaker
2077,10,Continuing-Gen Cruiser
2078,10,Continuing-Gen Cruiser
2079,10,Continuing-Gen Cruiser
2080,9,Hispanic On-Campus Transitioner
2081,7,White Commuter Working
2082,2,Latino First-Gen Striver
2083,10,Continuing-Gen Cruiser
2084,1,Latina Commuter Caretaker
2085,10,Continuing-Gen Cruiser
2086,1,Latina Commuter Caretaker
2087,5,Black Campus Connector
2088,5,Black Campus Connector
2089,6,White Residential Traditional
2090,2,Latino First-Gen Striver
2091,8,Multiracial Bridge-Builder
2092,6,White Residential Traditional
2093,9,Hispanic On-Campus Transitioner
2094,5,Black Campus Connector
2095,1,Latina Commuter Caretaker
2096,1,Latina Commuter Caretaker
2097,9,Hispanic On-Campus Transitioner
2098,10,Continuing-Gen Cruiser
2099,1,Latina Commuter Caretaker
2100,2,Latino First-Gen Striver
2101,6,White Residential Traditional
2102,8,Multiracial Bridge-Builder
2103,6,White Residential Traditional
2104,4,Asian First-Gen Navigator
2105,7,White Commuter Working
2106,4,Asian First-Gen Navigator
2107,1,Latina Commuter Caretaker
2108,10,Continuing-Gen Cruiser
2109,9,Hispanic On-Campus Transitioner
2110,10,Continuing-Gen Cruiser
2111,4,Asian First-Gen Navigator
2112,10,Continuing-Gen Cruiser
2113,10,Continuing-Gen Cruiser
2114,10,Continuing-Gen Cruiser
2115,10,Continuing-Gen Cruiser
2116,8,Multiracial Bridge-Builder
2117,5,Black Campus Connector
2118,9,Hispanic On-Campus Transitioner
2119,6,White Residential Traditional
2120,6,White Residential Traditional
2121,10,Continuing-Gen Cruiser
2122,10,Continuing-Gen Cruiser
2123,3,Asian High-Pressure Achiever
2124,6,White Residential Traditional
2125,10,Continuing-Gen Cruiser
2126,1,Latina Commuter Caretaker
2127,8,Multiracial Bridge-Builder
2128,2,Latino First-Gen Striver
2129,2,Latino First-Gen Striver
2130,2,Latino First-Gen Striver
2131,1,Latina Commuter Caretaker
2132,5,Black Campus Connector
2133,6,White Residential Traditional
2134,2,Latino First-Gen Striver
2135,10,Continuing-Gen Cruiser
2136,1,Latina Commuter Caretaker
2137,10,Continuing-Gen Cruiser
2138,1,Latina Commuter Caretaker
2139,10,Continuing-Gen Cruiser
2140,1,Latina Commuter Caretaker
2141,1,Latina Commuter Caretaker
2142,5,Black Campus Connector
2143,6,White Residential Traditional
2144,9,Hispanic On-Campus Transitioner
2145,1,Latina Commuter Caretaker
2146,10,Continuing-Gen Cruiser
2147,3,Asian High-Pressure Achiever
2148,10,Continuing-Gen Cruiser
2149,2,Latino First-Gen Striver
2150,1,Latina Commuter Caretaker
2151,2,Latino First-Gen Striver
2152,10,Continuing-Gen Cruiser
2153,1,Latina Commuter Caretaker
2154,3,Asian High-Pressure Achiever
2155,10,Continuing-Gen Cruiser
2156,2,Latino First-Gen Striver
2157,6,White Residential Traditional
2158,9,Hispanic On-Campus Transitioner
2159,10,Continuing-Gen Cruiser
2160,7,White Commuter Working
2161,10,Continuing-Gen Cruiser
2162,4,Asian First-Gen Navigator
2163,3,Asian High-Pressure Achiever
2164,10,Continuing-Gen Cruiser
2165,1,Latina Commuter Caretaker
2166,3,Asian High-Pressure Achiever
2167,2,Latino First-Gen Striver
2168,10,Continuing-Gen Cruiser
2169,2,Latino First-Gen Striver
2170,2,Latino First-Gen Striver
2171,3,Asian High-Pressure Achiever
2172,9,Hispanic On-Campus Transitioner
2173,10,Continuing-Gen Cruiser
2174,4,Asian First-Gen Navigator
2175,9,Hispanic On-Campus Transitioner
2176,6,White Residential Traditional
2177,2,Latino First-Gen Striver
2178,6,White Residential Traditional
2179,6,White Residential Traditional
2180,6,White Residential Traditional
2181,2,Latino First-Gen Striver
2182,7,White Commuter Working
2183,9,Hispanic On-Campus Transitioner
2184,10,Continuing-Gen Cruiser
2185,6,White Residential Traditional
2186,2,Latino First-Gen Striver
2187,10,Continuing-Gen Cruiser
2188,9,Hispanic On-Campus Transitioner
2189,2,Latino First-Gen Striver
2190,7,White Commuter Working
2191,2,Latino First-Gen Striver
2192,2,Latino First-Gen Striver
2193,1,Latina Commuter Caretaker
2194,9,Hispanic On-Campus Transitioner
2195,3,Asian High-Pressure Achiever
2196,1,Latina Commuter Caretaker
2197,3,Asian High-Pressure Achiever
2198,10,Continuing-Gen Cruiser
2199,8,Multiracial Bridge-Builder
2200,8,Multiracial Bridge-Builder
2201,10,Continuing-Gen Cruiser
2202,5,Black Campus Connector
2203,1,Latina Commuter Caretaker
2204,1,Latina Commuter Caretaker
2205,3,Asian High-Pressure Achiever
2206,10,Continuing-Gen Cruiser
2207,1,Latina Commuter Caretaker
2208,5,Black Campus Connector
2209,8,Multiracial Bridge-Builder
2210,7,White Commuter Working
2211,1,Latina Commuter Caretaker
2212,6,White Residential Traditional
2213,6,White Residential Traditional
2214,2,Latino First-Gen Striver
2215,1,Latina Commuter Caretaker
2216,9,Hispanic On-Campus Transitioner
2217,6,White Residential Traditional
2218,1,Latina Commuter Caretaker
2219,2,Latino First-Gen Striver
2220,2,Latino First-Gen Striver
2221,9,Hispanic On-Campus Transitioner
2222,3,Asian High-Pressure Achiever
2223,10,Continuing-Gen Cruiser
2224,5,Black Campus Connector
2225,5,Black Campus Connector
2226,6,White Residential Traditional
2227,2,Latino First-Gen Striver
2228,8,Multiracial Bridge-Builder
2229,1,Latina Commuter Caretaker
2230,3,Asian High-Pressure Achiever
2231,6,White Residential Traditional
2232,5,Black Campus Connector
2233,6,White Residential Traditional
2234,6,White Residential Traditional
2235,9,Hispanic On-Campus Transitioner
2236,3,Asian High-Pressure Achiever
2237,3,Asian High-Pressure Achiever
2238,10,Continuing-Gen Cruiser
2239,8,Multiracial Bridge-Builder
2240,10,Continuing-Gen Cruiser
2241,1,Latina Commuter Caretaker
2242,4,Asian First-Gen Navigator
2243,10,Continuing-Gen Cruiser
2244,1,Latina Commuter Caretaker
2245,7,White Commuter Working
2246,6,White Residential Traditional
2247,6,White Residential Traditional
2248,5,Black Campus Connector
2249,10,Continuing-Gen Cruiser
2250,3,Asian High-Pressure Achiever
2251,3,Asian High-Pressure Achiever
2252,10,Continuing-Gen Cruiser
2253,1,Latina Commuter Caretaker
2254,7,White Commuter Working
2255,8,Multiracial Bridge-Builder
2256,1,Latina Commuter Caretaker
2257,10,Continuing-Gen Cruiser
2258,6,White Residential Traditional
2259,1,Latina Commuter Caretaker
2260,2,Latino First-Gen Striver
2261,5,Black Campus Connector
2262,2,Latino First-Gen Striver
2263,1,Latina Commuter Caretaker
2264,10,Continuing-Gen Cruiser
2265,1,Latina Commuter Caretaker
2266,10,Continuing-Gen Cruiser
2267,1,Latina Commuter Caretaker
2268,1,Latina Commuter Caretaker
2269,10,Continuing-Gen Cruiser
2270,1,Latina Commuter Caretaker
2271,7,White Commuter Working
2272,2,Latino First-Gen Striver
2273,10,Continuing-Gen Cruiser
2274,10,Continuing-Gen Cruiser
2275,10,Continuing-Gen Cruiser
2276,10,Continuing-Gen Cruiser
2277,9,Hispanic On-Campus Transitioner
2278,2,Latino First-Gen Striver
2279,10,Continuing-Gen Cruiser
2280,1,Latina Commuter Caretaker
2281,4,Asian First-Gen Navigator
2282,3,Asian High-Pressure Achiever
2283,6,White Residential Traditional
2284,10,Continuing-Gen Cruiser
2285,3,Asian High-Pressure Achiever
2286,8,Multiracial Bridge-Builder
2287,6,White Residential Traditional
2288,9,Hispanic On-Campus Transitioner
2289,10,Continuing-Gen Cruiser
2290,4,Asian First-Gen Navigator
2291,10,Continuing-Gen Cruiser
2292,3,Asian High-Pressure Achiever
2293,10,Continuing-Gen Cruiser
2294,9,Hispanic On-Campus Transitioner
2295,3,Asian High-Pressure Achiever
2296,10,Continuing-Gen Cruiser
2297,1,Latina Commuter Caretaker
2298,3,Asian High-Pressure Achiever
2299,1,Latina Commuter Caretaker
2300,7,White Commuter Working
2301,10,Continuing-Gen Cruiser
2302,9,Hispanic On-Campus Transitioner
2303,3,Asian High-Pressure Achiever
2304,2,Latino First-Gen Striver
2305,10,Continuing-Gen Cruiser
2306,4,Asian First-Gen Navigator
2307,1,Latina Commuter Caretaker
2308,10,Continuing-Gen Cruiser
2309,9,Hispanic On-Campus Transitioner
2310,6,White Residential Traditional
2311,2,Latino First-Gen Striver
2312,1,Latina Commuter Caretaker
2313,5,Black Campus Connector
2314,10,Continuing-Gen Cruiser
2315,10,Continuing-Gen Cruiser
2316,3,Asian High-Pressure Achiever
2317,7,White Commuter Working
2318,9,Hispanic On-Campus Transitioner
2319,3,Asian High-Pressure Achiever
2320,10,Continuing-Gen Cruiser
2321,2,Latino First-Gen Striver
2322,9,Hispanic On-Campus Transitioner
2323,7,White Commuter Working
2324,9,Hispanic On-Campus Transitioner
2325,4,Asian First-Gen Navigator
2326,5,Black Campus Connector
2327,5,Black Campus Connector
2328,9,Hispanic On-Campus Transitioner
2329,10,Continuing-Gen Cruiser
2330,7,White Commuter Working
2331,5,Black Campus Connector
2332,6,White Residential Traditional
2333,7,White Commuter Working
2334,10,Continuing-Gen Cruiser
2335,10,Continuing-Gen Cruiser
2336,1,Latina Commuter Caretaker
2337,9,Hispanic On-Campus Transitioner
2338,6,White Residential Traditional
2339,4,Asian First-Gen Navigator
2340,1,Latina Commuter Caretaker
2341,8,Multiracial Bridge-Builder
2342,2,Latino First-Gen Striver
2343,3,Asian High-Pressure Achiever
2344,4,Asian First-Gen Navigator
2345,1,Latina Commuter Caretaker
2346,9,Hispanic On-Campus Transitioner
2347,2,Latino First-Gen Striver
2348,6,White Residential Traditional
2349,8,Multiracial Bridge-Builder
2350,9,Hispanic On-Campus Transitioner
2351,2,Latino First-Gen Striver
2352,9,Hispanic On-Campus Transitioner
2353,10,Continuing-Gen Cruiser
2354,6,White Residential Traditional
2355,10,Continuing-Gen Cruiser
2356,8,Multiracial Bridge-Builder
2357,7,White Commuter Working
2358,3,Asian High-Pressure Achiever
2359,1,Latina Commuter Caretaker
2360,4,Asian First-Gen Navigator
2361,6,White Residential Traditional
2362,2,Latino First-Gen Striver
2363,1,Latina Commuter Caretaker
2364,3,Asian High-Pressure Achiever
2365,6,White Residential Traditional
2366,2,Latino First-Gen Striver
2367,10,Continuing-Gen Cruiser
2368,3,Asian High-Pressure Achiever
2369,10,Continuing-Gen Cruiser
2370,4,Asian First-Gen Navigator
2371,3,Asian High-Pressure Achiever
2372,9,Hispanic On-Campus Transitioner
2373,6,White Residential Traditional
2374,2,Latino First-Gen Striver
2375,8,Multiracial Bridge-Builder
2376,1,Latina Commuter Caretaker
2377,10,Continuing-Gen Cruiser
2378,10,Continuing-Gen Cruiser
2379,4,Asian First-Gen Navigator
2380,7,White Commuter Working
2381,1,Latina Commuter Caretaker
2382,6,White Residential Traditional
2383,3,Asian High-Pressure Achiever
2384,1,Latina Commuter Caretaker
2385,3,Asian High-Pressure Achiever
2386,10,Continuing-Gen Cruiser
2387,1,Latina Commuter Caretaker
2388,7,White Commuter Working
2389,10,Continuing-Gen Cruiser
2390,6,White Residential Traditional
2391,8,Multiracial Bridge-Builder
2392,1,Latina Commuter Caretaker
2393,5,Black Campus Connector
2394,1,Latina Commuter Caretaker
2395,10,Continuing-Gen Cruiser
2396,10,Continuing-Gen Cruiser
2397,8,Multiracial Bridge-Builder
2398,6,White Residential Traditional
2399,2,Latino First-Gen Striver
2400,2,Latino First-Gen Striver
2401,3,Asian High-Pressure Achiever
2402,9,Hispanic On-Campus Transitioner
2403,7,White Commuter Working
2404,3,Asian High-Pressure Achiever
2405,2,Latino First-Gen Striver
2406,1,Latina Commuter Caretaker
2407,2,Latino First-Gen Striver
2408,1,Latina Commuter Caretaker
2409,1,Latina Commuter Caretaker
