"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hapcl_c","hprecalc13","hprecalc13_c","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_c","tcare","tcare_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
0,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,4,1.699,8,-1.7624,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,17,1.2,2.2,3,3,4,4,3,3,4,4,1,1,2,2,1,3,3,3,3,3,NA,4,3,4,4,4,4,4,3048,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.595285326781374
0,7,0.473,7,7,0.9552,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,18,1.3,2.3,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,2,2,3,2,3,3,4,4,4,5,NA,3049,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.630534384399378
1,7,0.473,7,7,0.9552,0,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,18,8.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",1,0.7518,3,0,-0.9,-0.98456,0,21,1.6,2.6,3,3,2,2,2,2,2,2,3,2,4,4,3,3,3,4,3,3,4,4,4,7,6,6,NA,6,3050,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.789605626939988
1,6,-0.527,7,8,1.9552,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,13,3.2376,8,5.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,7,0.2,1.2,3,3,3,2,2,2,2,2,1,1,2,2,2,3,3,4,4,5,5,5,4,5,5,4,NA,5,3051,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.742624701975883
1,7,0.473,7,7,0.9552,0,0,-0.2468,0,-0.3436,7,2.512,2,-0.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,8,0,-0.4,-0.48456,0,19,1.4,2.4,4,3,4,3,2,3,3,3,3,3,3,2,2,3,3,4,NA,3,3,4,3,5,5,5,5,NA,3052,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.758375885574101
0,6,-0.527,6,5,-1.0448,0,0,-0.2468,0,-0.3436,6,1.512,1,-1.301,8,-1.7624,18,15.0504,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,10,0.5,1.5,1,1,1,3,2,2,3,2,3,4,4,2,4,3,4,3,3,3,3,3,3,5,6,6,6,7,3053,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.539422924645227
0,7,0.473,7,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,4,-0.488,2,-0.301,35,25.2376,0,-2.9496,0,"White","On-campus (residence hall)","Male",0,-0.2482,80,1,6.8,6.71544,6.71544,0,-0.5,0.5,3,3,3,3,4,4,4,3,3,3,2,3,3,3,3,2,2,1,2,1,2,6,5,6,6,5,3054,2,5,1,6,"White Residential Traditional","FASt_12plus",1.71514220285365
0,6,-0.527,7,7,0.9552,1,1,0.7532,0,-0.3436,2,-2.488,2,-0.301,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,4,-0.1,0.9,3,2,3,2,2,2,2,1,3,3,3,3,4,2,2,5,4,NA,4,4,4,5,5,5,5,4,3055,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.711492390116546
1,6,-0.527,7,5,-1.0448,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,1,-0.4,0.6,2,2,3,4,4,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,2,5,5,5,5,5,3056,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.580921295150661
0,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,4,1.699,3,-6.7624,0,-2.9496,1,"White","Off-campus (rent/apartment)","Male",0,-0.2482,55,1,4.3,4.21544,4.21544,26,2.1,3.1,2,2,2,3,3,3,3,2,2,2,3,2,3,3,2,5,6,6,6,5,4,6,5,5,5,5,3057,2,5,1,7,"White Off-Campus Working","FASt_12plus",1.95554690514867
1,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,21,1.6,2.6,2,1,2,3,3,4,4,4,3,3,4,3,3,4,4,3,4,4,3,4,4,4,4,5,4,4,3058,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.559234200012119
0,6,-0.527,7,5,-1.0448,1,0,-0.2468,1,0.6564,3,-1.488,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,6,0.1,1.1,3,4,3,4,3,3,4,4,3,2,2,3,2,3,3,3,3,3,3,3,3,4,4,4,5,5,3059,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.62772534351072
0,7,0.473,7,5,-1.0448,0,1,0.7532,1,0.6564,4,-0.488,3,0.699,23,13.2376,0,-2.9496,0,"White","With family (commuting)","Female",1,0.7518,11,0,-0.1,-0.18456,0,0,-0.5,0.5,3,4,3,3,3,3,3,2,3,4,3,3,3,4,4,2,2,3,3,3,2,4,4,4,4,3,3060,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",0.933492314581591
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,0,"White","With family (commuting)","Female",0,-0.2482,80,1,6.8,6.71544,6.71544,-3,-0.8,0.2,2,2,2,3,4,4,4,4,2,2,3,2,3,3,2,3,4,4,4,4,4,5,6,5,6,5,3061,2,6,1,11,"White Rural First-Gen","FASt_12plus",1.99339907822585
1,7,0.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,12,0.7,1.7,3,3,3,3,3,3,2,3,3,4,4,2,3,4,4,5,4,4,4,4,NA,4,5,5,5,4,3062,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.706926991236593
1,6,-0.527,7,7,0.9552,1,0,-0.2468,0,-0.3436,6,1.512,1,-1.301,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,11,0.6,1.6,4,3,4,3,3,3,2,3,3,3,3,3,4,2,2,6,6,6,6,6,5,6,5,6,6,6,3063,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.623224409509827
1,6,-0.527,6,5,-1.0448,1,1,0.7532,0,-0.3436,2,-2.488,1,-1.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,16,1.1,2.1,2,2,3,3,3,3,3,3,4,3,4,4,4,4,4,2,3,2,3,2,4,6,6,6,5,6,3064,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.656039350601404
1,5,-1.527,6,8,1.9552,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,32,2.7,3.7,4,4,4,3,4,4,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,6,6,6,6,6,3065,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.606248366326477
0,6,-0.527,7,8,1.9552,0,0,-0.2468,1,0.6564,5,0.512,3,0.699,18,8.2376,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",1,0.7518,21,1,0.9,0.81544,0.81544,14,0.9,1.9,2,2,3,3,3,3,2,2,3,3,3,3,3,3,4,NA,2,2,2,2,3,6,6,6,NA,6,3066,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.80137665697163
1,6,-0.527,7,5,-1.0448,1,1,0.7532,0,-0.3436,6,1.512,2,-0.301,18,8.2376,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,-7,-1.2,-0.2,2,1,1,3,3,3,3,3,2,3,4,3,2,4,3,4,4,4,NA,4,4,6,6,5,6,5,3067,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.762705155687335
0,8,1.473,7,8,1.9552,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,-9,-1.4,-0.4,4,4,3,3,2,2,1,2,3,3,3,3,3,3,3,5,NA,4,5,5,5,5,4,5,4,4,3068,0,2,1,8,"Multiracial Bridge-Builder","non_DE",0.722649920108273
0,6,-0.527,6,5,-1.0448,0,1,0.7532,0,-0.3436,3,-1.488,2,-0.301,3,-6.7624,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,-10,-1.5,-0.5,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,5,4,5,5,5,5,3069,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11",0.653022484031623
1,6,-0.527,6,8,1.9552,0,1,0.7532,0,-0.3436,7,2.512,4,1.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,28,2.3,3.3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,5,5,5,5,5,3070,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.812882459839964
1,8,1.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,5,0.512,3,0.699,8,-1.7624,13,10.0504,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,8,0,-0.4,-0.48456,0,-4,-0.9,0.1,2,3,2,3,4,3,4,3,3,2,2,2,2,3,3,6,5,6,6,6,6,5,6,5,5,NA,3071,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.771684340117146
1,6,-0.527,6,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,18,8.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,33,2.8,3.8,3,3,2,3,4,4,3,3,3,3,3,3,3,2,3,4,NA,3,4,3,3,6,6,5,6,6,3072,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.625361020966415
1,6,-0.527,6,6,-0.0448000000000004,0,1,0.7532,1,0.6564,5,0.512,2,-0.301,13,3.2376,0,-2.9496,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,17,1.2,2.2,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,4,5,3073,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.870441405952447
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,35,25.2376,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,18,1.3,2.3,1,2,2,4,3,3,3,3,3,2,3,3,3,2,2,3,3,4,3,3,3,NA,6,6,5,6,3074,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.812952694588841
1,7,0.473,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,1,-1.301,18,8.2376,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,11,0.6,1.6,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,6,5,6,6,5,3075,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.648702654898856
0,6,-0.527,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,5,0.512,2,-0.301,13,3.2376,3,0.0503999999999998,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,0,-0.5,0.5,3,4,3,3,2,3,4,3,3,3,3,3,3,4,4,3,2,3,2,2,NA,5,6,6,4,6,3076,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11",0.859474739396894
1,6,-0.527,6,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,0,0,-1.2,-1.28456,0,-15,-2,-1,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,2,2,2,2,2,1,6,6,5,6,5,3077,0,2,1,10,"Continuing-Gen Cruiser","non_DE",0.684871760430331
1,8,1.473,7,5,-1.0448,0,1,0.7532,1,0.6564,5,0.512,2,-0.301,13,3.2376,0,-2.9496,0,"White","On-campus (residence hall)","Female",0,-0.2482,38,1,2.6,2.51544,2.51544,28,2.3,3.3,3,3,3,4,4,4,3,3,2,3,3,3,2,4,4,3,3,4,3,3,4,7,7,7,7,7,3078,2,6,1,6,"White Residential Traditional","FASt_12plus",1.63404241218118
1,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,0,-9.7624,13,10.0504,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,10,0.5,1.5,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,2,2,NA,3,2,3,5,4,5,5,5,3079,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.555777897898242
0,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,13,3.2376,0,-2.9496,1,"White","With family (commuting)","Male",0,-0.2482,7,0,-0.5,-0.58456,0,-13,-1.8,-0.8,3,4,3,3,4,3,3,4,1,1,2,2,2,3,3,3,4,3,4,3,2,5,5,5,5,5,3080,1,1,0,11,"White Rural First-Gen","non_FASt_1_11",0.757152642250108
0,5,-1.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,2,-2.488,1,-1.301,3,-6.7624,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,11,0.6,1.6,3,3,3,2,2,1,3,2,1,3,2,2,2,2,2,3,3,3,3,3,3,5,5,5,5,6,3081,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.468718492287695
1,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,13,3.2376,13,10.0504,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,-2,-0.7,0.3,2,3,3,2,3,3,2,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,5,4,NA,3082,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.555529684807395
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,35,25.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,20,1.5,2.5,3,3,3,4,3,4,3,3,2,2,2,2,2,3,4,4,4,4,4,4,5,5,4,5,4,5,3083,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.741606126940117
1,7,0.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,3,-6.7624,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,-7,-1.2,-0.2,3,3,4,3,4,4,4,3,2,3,3,2,3,3,3,3,3,3,3,3,4,5,6,5,6,6,3084,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.630669816596757
1,8,1.473,7,5,-1.0448,0,1,0.7532,1,0.6564,2,-2.488,2,-0.301,3,-6.7624,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,7,0.2,1.2,3,4,4,2,2,2,2,2,4,3,3,3,3,3,3,4,5,5,4,4,5,3,4,3,4,3,3085,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.848264655469068
0,8,1.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,3,-6.7624,0,-2.9496,1,"White","Off-campus (rent/apartment)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,32,2.7,3.7,3,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,4,3,3,NA,4,5,5,5,5,5,3086,1,2,1,13,"White Working-Class Striver","non_FASt_1_11",0.663445259818566
0,6,-0.527,7,5,-1.0448,0,1,0.7532,1,0.6564,4,-0.488,1,-1.301,3,-6.7624,3,0.0503999999999998,1,"Asian","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,8,0.3,1.3,1,2,2,4,3,3,4,4,3,4,4,3,4,3,3,5,4,5,5,NA,4,7,7,7,6,6,3087,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.772905923256222
0,5,-1.527,7,5,-1.0448,0,1,0.7532,1,0.6564,5,0.512,3,0.699,13,3.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,48,1,3.6,3.51544,3.51544,-15,-2,-1,2,3,2,4,4,4,4,4,2,2,2,2,3,3,3,3,2,3,3,NA,2,4,5,4,5,4,3088,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.80849570317837
0,6,-0.527,7,5,-1.0448,1,1,0.7532,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"White","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,-12,-1.7,-0.7,3,2,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,NA,7,6,6,7,3089,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",0.705021139809086
0,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,3,0.699,3,-6.7624,0,-2.9496,0,"White","On-campus (residence hall)","Male",1,0.7518,6,0,-0.6,-0.68456,0,18,1.3,2.3,4,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,4,4,4,5,4,NA,7,7,7,7,3090,1,1,0,6,"White Residential Traditional","non_FASt_1_11",0.597613157953185
1,6,-0.527,7,5,-1.0448,0,0,-0.2468,1,0.6564,6,1.512,3,0.699,13,3.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,2,0,-1,-1.08456,0,30,2.5,3.5,2,1,1,4,4,3,3,4,3,3,4,4,3,3,2,4,NA,4,4,4,4,2,3,3,3,3,3091,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.7146536503368
1,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,13,3.2376,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,0,0,-1.2,-1.28456,0,-1,-0.6,0.4,3,3,3,3,3,3,4,3,3,2,2,2,2,1,2,4,NA,3,3,3,3,4,NA,4,NA,5,3092,0,3,1,2,"Latino Off-Campus Working","non_DE",0.67021916745121
0,6,-0.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,35,25.2376,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,12,1,0,-0.08456,-0.08456,-4,-0.9,0.1,2,1,2,4,4,4,3,4,1,1,1,1,1,3,3,NA,5,4,4,5,4,3,2,3,2,3,3093,2,5,1,4,"Asian First-Gen Navigator","FASt_12plus",1.89353898717056
1,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,3,0.699,18,8.2376,18,15.0504,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,12,0.7,1.7,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,5,NA,5,4,5,5,4,4,4,4,4,3094,0,2,1,8,"Multiracial Bridge-Builder","non_DE",0.60363820667573
1,8,1.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,6,1.512,2,-0.301,13,3.2376,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,57,1,4.5,4.41544,4.41544,-13,-1.8,-0.8,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,6,6,6,5,6,3095,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.78383409886539
1,5,-1.527,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,1,0,-1.1,-1.18456,0,8,0.3,1.3,2,2,2,3,2,3,3,2,3,3,2,3,3,2,3,6,6,6,6,6,6,5,5,5,5,5,3096,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.548184896013299
1,7,0.473,6,7,0.9552,1,0,-0.2468,1,0.6564,2,-2.488,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7518,0,0,-1.2,-1.28456,0,33,2.8,3.8,4,3,3,3,2,2,2,2,2,3,2,3,3,2,2,5,NA,5,5,5,4,6,6,5,5,6,3097,0,2,1,2,"Latino Off-Campus Working","non_DE",0.71065481716519
0,6,-0.527,6,5,-1.0448,0,1,0.7532,0,-0.3436,5,0.512,1,-1.301,3,-6.7624,0,-2.9496,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,-10,-1.5,-0.5,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,4,5,4,5,4,5,4,4,5,5,5,3098,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.685566866622123
1,6,-0.527,6,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7518,6,0,-0.6,-0.68456,0,26,2.1,3.1,4,4,3,4,3,3,4,4,3,3,4,3,3,3,3,3,NA,2,2,3,2,6,7,6,6,6,3099,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.547117384345828
1,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.488,3,0.699,23,13.2376,0,-2.9496,1,"Asian","With family (commuting)","Female",1,0.7518,7,0,-0.5,-0.58456,0,15,1,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,6,7,7,7,7,3100,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.860350142576518
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,23,20.0504,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,40,1,2.8,2.71544,2.71544,2,-0.3,0.7,2,2,3,3,2,1,3,3,3,2,2,3,3,2,1,5,5,6,6,6,5,6,5,5,5,5,3101,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",2.06176692321619
1,7,0.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,18,8.2376,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,15,1,0.3,0.21544,0.21544,27,2.2,3.2,2,3,3,3,3,3,4,3,2,3,3,2,2,3,3,5,4,4,4,5,4,5,4,4,4,5,3102,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus",1.89260477009691
1,8,1.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,3,-1.488,3,0.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,28,2.3,3.3,2,2,3,3,4,3,3,4,2,2,2,2,3,2,3,6,6,6,6,6,6,5,6,6,5,6,3103,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.65644461980844
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,18,8.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,8,0.3,1.3,3,4,3,2,3,1,3,2,3,3,3,4,3,4,3,4,4,4,4,4,NA,5,NA,5,5,5,3104,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.616023340857445
0,6,-0.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,34,2.9,3.9,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,5,4,5,5,5,3105,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.598881094643686
1,5,-1.527,6,7,0.9552,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,21,1.6,2.6,2,3,2,3,3,3,3,3,4,4,4,4,4,4,4,3,2,3,2,2,2,6,6,6,6,6,3106,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.602884278249328
1,6,-0.527,7,8,1.9552,1,1,0.7532,1,0.6564,5,0.512,2,-0.301,0,-9.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,-14,-1.9,-0.9,3,3,3,3,4,3,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,6,6,6,6,6,3107,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.865149396443759
0,6,-0.527,7,7,0.9552,0,0,-0.2468,1,0.6564,2,-2.488,2,-0.301,3,-6.7624,13,10.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,-13,-1.8,-0.8,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,4,NA,4,4,5,4,4,NA,4,3,4,3108,0,2,1,1,"Latina Commuter Caretaker","non_DE",0.61647302254705
