"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,7,0.477746018783177,7,8,1.9591169255928,0,0,0,7,2.50173363246992,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,0,"White","On-campus (residence hall)","Male",1,0.7598,55,1,4.3,3.75274,3.75274,-12,-1.7,-0.7,3,3,3,3,4,4,4,3,4,4,3,4,4,4,4,2,2,2,2,2,2,7,7,6,6,7,3,2,3,1,2933,2,5,1,6,"White Residential Traditional","FASt_12plus"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,1,-1.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,45,1,3.3,2.75274,2.75274,6,0.1,1.1,2,3,2,4,3,3,4,3,2,3,2,2,2,3,3,4,4,4,4,4,5,4,4,4,4,4,1,2,3,3,2934,2,5,1,2,"Latino Off-Campus Working","FASt_12plus"
0,6,-0.522253981216823,6,5,-1.0408830744072,0,1,1,5,0.501733632469916,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,17,1,0.5,-0.0472600000000041,-0.0472600000000041,-14,-1.9,-0.9,3,2,2,2,3,3,2,2,3,3,2,4,3,3,3,4,NA,4,4,3,4,NA,4,4,4,5,1,4,2,1,2935,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,0,0,1,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,4,13,10.4952,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,-14,-1.9,-0.9,3,3,2,3,2,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,4,5,5,5,5,5,3,1,2,2,2936,1,3,1,12,"Black Male Striver","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,6,0.1,1.1,4,4,4,3,3,3,3,3,2,3,2,3,3,3,4,4,4,3,4,4,4,3,2,3,3,3,3,1,3,2,2937,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-11,-1.6,-0.6,2,2,NA,4,3,4,4,3,3,2,3,2,2,1,1,3,4,5,4,4,4,3,4,4,3,3,2,2,2,2,2938,1,1,0,13,"White Working-Class Striver","non_FASt_1_11"
0,5,-1.52225398121682,7,7,0.959116925592805,1,0,0,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,-11,-1.6,-0.6,4,4,4,3,4,4,3,4,3,3,3,2,2,2,2,4,4,4,3,4,4,6,5,5,6,6,3,1,2,2,2939,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,8,0,-0.4,-0.947260000000004,0,25,2,3,3,4,3,3,2,2,2,3,4,3,4,4,4,4,4,2,3,3,3,3,3,5,5,5,4,5,2,2,1,2,2940,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.522253981216823,7,7,0.959116925592805,0,1,1,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Asian","With family (commuting)","Female",1,0.7598,33,1,2.1,1.55274,1.55274,16,1.1,2.1,3,3,3,3,4,3,3,3,2,3,3,2,2,3,3,4,4,4,3,NA,4,6,7,7,7,6,3,3,2,4,2941,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,5,-1.52225398121682,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,9,0,-0.3,-0.847260000000004,0,-13,-1.8,-0.8,3,2,2,3,2,3,2,3,3,3,3,3,4,3,3,2,3,3,2,2,2,6,7,6,6,7,2,2,2,2,2942,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,5,-1.52225398121682,7,8,1.9591169255928,0,1,1,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,39,1,2.7,2.15274,2.15274,0,-0.5,0.5,3,4,4,3,3,2,3,3,3,3,3,3,4,2,2,4,4,NA,5,4,4,4,5,5,4,4,2,3,2,2,2943,2,4,1,2,"Latino Off-Campus Working","FASt_12plus"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,3,8,5.4952,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,18,1.3,2.3,3,2,2,2,3,1,3,3,3,4,3,2,3,3,3,4,4,4,3,4,4,4,4,NA,4,5,2,3,2,1,2944,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,3,0.68265306122449,1,0,-10.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,3,0,-0.9,-1.44726,0,-3,-0.8,0.2,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,3,3,4,4,3,3,5,5,5,5,NA,3,3,3,1,2945,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,1,3,-1.49826636753008,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,20,1.5,2.5,1,2,2,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,NA,2,2,4,5,5,5,4,3,1,2,2,2946,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,5,-1.52225398121682,5,6,-0.0408830744071951,0,NA,0,4,-0.498266367530084,1,-1.31734693877551,4,13,2.8078,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,28,1,1.6,1.05274,1.05274,23,1.8,2.8,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,3,3,NA,2,3,1,3,2,2,2947,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,8,1.47774601878318,7,7,0.959116925592805,0,0,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,32,1,2,1.45274,1.45274,24,1.9,2.9,4,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,3,3,1,4,2,2948,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,5,-1.52225398121682,6,7,0.959116925592805,0,0,1,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,1,"Other/Multiracial/Unknown","With family (commuting)","Male",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-8,-1.3,-0.3,3,3,3,3,2,2,1,2,3,3,3,4,3,3,3,2,2,2,2,2,1,5,5,5,4,6,2,1,2,2,2949,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,1,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,0,-0.5,0.5,2,3,2,2,3,3,3,2,3,4,3,3,3,3,3,5,4,5,5,5,4,5,5,5,4,5,2,3,3,2,2950,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.47774601878318,7,5,-1.0408830744072,1,0,1,6,1.50173363246992,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,3,0,-0.9,-1.44726,0,6,0.1,1.1,3,3,3,2,3,2,2,2,3,4,4,3,4,2,3,3,3,NA,3,3,3,3,4,4,NA,4,2,2,3,2,2951,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,1,0,6,1.50173363246992,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Asian","On-campus (residence hall)","Male",0,-0.2402,10,0,-0.2,-0.747260000000004,0,4,-0.1,0.9,3,4,3,4,3,4,4,4,4,3,4,3,3,4,4,2,1,1,2,1,1,6,7,6,7,7,2,2,2,1,2952,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,6,-0.522253981216823,6,7,0.959116925592805,1,0,0,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,28,2.3,3.3,4,3,3,3,3,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,5,3,4,4,2,2953,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.477746018783177,6,6,-0.0408830744071951,0,0,1,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,11,0.6,1.6,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,4,2,3,2,1,2954,1,3,1,13,"White Working-Class Striver","non_FASt_1_11"
0,7,0.477746018783177,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,5,18,15.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,2,0,-1,-1.54726,0,33,2.8,3.8,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,4,3,4,4,3,NA,6,5,5,6,5,2,1,3,2,2955,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,7,2.50173363246992,3,0.68265306122449,3,8,-2.1922,5,18,15.4952,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7598,1,0,-1.1,-1.64726,0,1,-0.4,0.6,4,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,5,4,4,4,5,3,3,2,2,2956,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.52225398121682,7,7,0.959116925592805,1,1,1,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-9,-1.4,-0.4,3,3,3,3,3,2,3,3,3,4,3,3,4,3,3,2,3,3,3,3,2,4,5,5,5,5,3,1,2,2,2957,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,1,1,0,6,1.50173363246992,3,0.68265306122449,8,35,24.8078,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,27,1,1.5,0.952739999999996,0.952739999999996,-12,-1.7,-0.7,3,3,3,3,3,4,3,4,2,2,3,2,2,3,3,3,3,3,4,3,4,4,3,3,4,3,3,1,3,4,2958,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,8,1.47774601878318,7,5,-1.0408830744072,1,1,0,6,1.50173363246992,4,1.68265306122449,7,28,17.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,34,1,2.2,1.65274,1.65274,-2,-0.7,0.3,2,2,2,3,2,4,4,4,3,2,3,2,2,3,3,3,4,3,3,3,4,6,6,5,6,5,4,2,1,3,2959,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,5,-1.52225398121682,7,5,-1.0408830744072,1,NA,1,5,0.501733632469916,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,32,2.7,3.7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,1,1,1,1,1,3,3,3,1,2960,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.47774601878318,7,NA,NA,0,0,1,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,3,8,5.4952,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,-0.2402,54,1,4.2,3.65274,3.65274,28,2.3,3.3,2,1,2,3,4,4,4,3,2,3,2,3,2,2,3,3,4,4,4,3,4,5,5,4,5,5,3,1,3,2,2961,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,5,-1.52225398121682,7,5,-1.0408830744072,1,1,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,19,1.4,2.4,2,2,2,2,2,3,2,2,3,3,2,2,3,3,4,4,5,NA,4,5,NA,4,5,5,4,5,3,2,3,2,2962,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.47774601878318,7,5,-1.0408830744072,0,0,0,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,57,1,4.5,3.95274,3.95274,-2,-0.7,0.3,4,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,2,3,3,3,2,5,6,5,6,5,3,3,2,2,2963,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,1,1,5,0.501733632469916,2,-0.31734693877551,6,23,12.8078,1,0,-2.5048,0,"White","On-campus (residence hall)","Male",0,-0.2402,3,0,-0.9,-1.44726,0,-1,-0.6,0.4,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,NA,3,3,3,3,5,NA,5,5,5,2,1,3,3,2964,1,3,1,6,"White Residential Traditional","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,1,NA,NA,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,15,1,0.3,-0.247260000000004,-0.247260000000004,18,1.3,2.3,2,2,2,3,3,3,3,3,4,4,3,4,3,3,3,5,6,NA,5,5,5,NA,6,6,6,5,2,1,2,2,2965,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,2,-2.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,38,1,2.6,2.05274,2.05274,-8,-1.3,-0.3,2,NA,NA,3,3,2,3,2,2,2,1,3,2,4,4,4,5,5,5,5,4,6,6,6,5,6,3,1,4,2,2966,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,6,5,-1.0408830744072,0,0,0,4,-0.498266367530084,3,0.68265306122449,8,35,24.8078,2,3,0.4952,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,12,0.7,1.7,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,5,5,5,5,5,3,3,3,1,2967,1,1,0,13,"White Working-Class Striver","non_FASt_1_11"
1,7,0.477746018783177,7,8,1.9591169255928,0,0,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,30,1,1.8,1.25274,1.25274,23,1.8,2.8,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,NA,NA,5,6,5,5,4,5,4,4,5,3,1,1,4,2968,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,8,1.47774601878318,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"White","On-campus (residence hall)","Female",1,0.7598,2,0,-1,-1.54726,0,2,-0.3,0.7,2,3,3,3,4,3,4,4,3,3,2,3,3,3,3,4,4,4,4,4,4,5,5,5,6,6,2,2,4,3,2969,1,2,1,6,"White Residential Traditional","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,6,1.50173363246992,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,41,1,2.9,2.35274,2.35274,5,0,1,3,3,3,4,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,6,6,5,NA,5,3,3,4,2,2970,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.522253981216823,7,7,0.959116925592805,0,0,1,3,-1.49826636753008,1,-1.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","",0,-0.2402,14,1,0.2,-0.347260000000004,-0.347260000000004,-5,-1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,5,5,5,5,6,5,1,2,1,2,2971,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,1,-1.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,11,0,-0.1,-0.647260000000004,0,3,-0.2,0.8,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,3,6,6,6,6,5,1,3,3,3,2972,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,10,0.5,1.5,3,2,2,3,2,3,3,2,2,2,2,2,2,4,3,5,NA,5,5,5,5,NA,5,5,4,4,2,1,2,2,2973,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,6,7,0.959116925592805,1,1,0,6,1.50173363246992,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,-0.2402,13,1,0.1,-0.447260000000004,-0.447260000000004,-13,-1.8,-0.8,2,2,2,4,4,4,4,4,2,3,3,3,2,2,3,4,4,4,3,NA,4,4,5,5,5,6,3,2,3,3,2974,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,-6,-1.1,-0.1,4,3,4,2,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,5,5,5,6,5,2,3,3,2,2975,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.477746018783177,7,7,0.959116925592805,0,0,0,3,-1.49826636753008,2,-0.31734693877551,8,35,24.8078,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,10,0,-0.2,-0.747260000000004,0,-5,-1,0,3,2,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,7,7,7,7,NA,2,1,3,1,2976,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.47774601878318,7,5,-1.0408830744072,1,0,0,4,-0.498266367530084,1,-1.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,39,1,2.7,2.15274,2.15274,2,-0.3,0.7,4,4,4,3,4,4,4,3,3,2,3,2,2,3,3,3,2,2,2,2,2,5,5,5,5,5,1,3,2,4,2977,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.477746018783177,6,5,-1.0408830744072,0,0,0,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,5,18,15.4952,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,8,0,-0.4,-0.947260000000004,0,32,2.7,3.7,4,4,4,3,4,4,3,3,3,3,2,3,2,3,3,4,3,3,3,3,3,4,4,NA,4,4,2,2,1,3,2978,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,6,8,1.9591169255928,1,0,0,7,2.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,9,0,-0.3,-0.847260000000004,0,10,0.5,1.5,3,2,3,3,2,2,3,3,2,3,2,2,2,3,3,4,4,3,3,4,4,4,5,5,4,5,2,2,3,3,2979,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,1,7,2.50173363246992,3,0.68265306122449,4,13,2.8078,2,3,0.4952,0,"White","Off-campus (rent/apartment)","Male",1,0.7598,8,0,-0.4,-0.947260000000004,0,17,1.2,2.2,2,3,3,3,3,3,2,3,1,1,2,2,1,1,1,4,4,4,3,NA,4,4,4,4,3,4,3,2,2,1,2980,1,2,1,13,"White Working-Class Striver","non_FASt_1_11"
0,7,0.477746018783177,7,8,1.9591169255928,0,0,0,3,-1.49826636753008,1,-1.31734693877551,3,8,-2.1922,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,4,0,-0.8,-1.34726,0,4,-0.1,0.9,3,3,NA,4,4,4,4,4,3,3,4,3,3,4,4,3,3,2,2,NA,3,6,6,6,6,6,1,2,2,2,2981,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.47774601878318,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,4,13,10.4952,1,"White","With family (commuting)","Male",0,-0.2402,49,1,3.7,3.15274,3.15274,23,1.8,2.8,3,2,NA,2,1,1,2,1,3,3,3,3,4,3,3,4,5,4,4,5,5,4,4,4,4,3,2,1,2,3,2982,2,5,1,11,"White Rural First-Gen","FASt_12plus"
1,5,-1.52225398121682,7,5,-1.0408830744072,0,0,1,6,1.50173363246992,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"White","With family (commuting)","Male",0,-0.2402,2,0,-1,-1.54726,0,25,2,3,4,3,3,2,2,2,2,3,2,2,2,3,2,3,3,4,4,4,NA,4,4,3,3,3,4,3,1,1,3,1,2983,1,3,1,11,"White Rural First-Gen","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,3,8,5.4952,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,1,0,-1.1,-1.64726,0,10,0.5,1.5,NA,NA,3,3,3,3,2,4,3,3,3,4,3,4,4,3,3,3,3,3,2,7,7,7,NA,7,3,3,2,2,2984,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.522253981216823,7,7,0.959116925592805,1,0,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,15,1,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,2,3,2,2,2985,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,6,1.50173363246992,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,34,2.9,3.9,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,4,5,4,4,4,4,5,5,NA,6,6,3,3,2,2,2986,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,8,1.47774601878318,7,7,0.959116925592805,0,0,0,5,0.501733632469916,2,-0.31734693877551,6,23,12.8078,3,8,5.4952,0,"Asian","With family (commuting)","Female",0,-0.2402,51,1,3.9,3.35274,3.35274,20,1.5,2.5,3,2,3,3,4,3,3,3,4,4,4,4,4,3,3,NA,4,4,4,4,3,7,6,6,6,6,2,2,2,1,2987,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,6,5,-1.0408830744072,1,1,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,34,2.9,3.9,NA,3,3,3,2,3,2,3,2,2,3,3,3,1,1,3,4,4,4,4,3,4,4,5,4,4,3,1,1,1,2988,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,3,-1.49826636753008,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,2,0,-1,-1.54726,0,26,2.1,3.1,3,3,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,2,3,2989,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.477746018783177,6,6,-0.0408830744071951,0,0,1,5,0.501733632469916,2,-0.31734693877551,6,23,12.8078,2,3,0.4952,0,"Asian","With family (commuting)","Male",1,0.7598,41,1,2.9,2.35274,2.35274,-13,-1.8,-0.8,2,3,2,3,3,2,3,2,3,3,3,3,2,3,2,5,4,4,4,4,5,4,4,3,3,4,2,2,1,1,2990,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.522253981216823,6,8,1.9591169255928,0,0,1,4,-0.498266367530084,2,-0.31734693877551,8,35,24.8078,3,8,5.4952,1,"White","With family (commuting)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,10,0.5,1.5,3,2,2,3,4,4,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,3,2,1,1,3,2991,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
