"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hapcl_c","hprecalc13","hprecalc13_c","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_c","tcare","tcare_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,5,-1.527,4,7,0.9552,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,8,-1.7624,8,5.0504,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,19,1,0.7,0.61544,0.61544,8,0.3,1.3,2,2,2,3,3,2,3,3,1,1,1,1,1,4,4,5,6,5,6,6,6,3,3,3,3,2,2798,2,6,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,6,-0.527,6,5,-1.0448,0,1,0.7532,1,0.6564,6,1.512,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,21,1,0.9,0.81544,0.81544,14,0.9,1.9,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,4,4,4,4,3,4,4,4,4,5,4,2799,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,15,1,0.3,0.21544,0.21544,24,1.9,2.9,2,2,3,2,2,3,2,3,4,3,3,3,4,3,3,NA,4,3,NA,3,3,5,5,5,5,5,2800,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.473,6,5,-1.0448,0,0,-0.2468,1,0.6564,5,0.512,1,-1.301,13,3.2376,0,-2.9496,1,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2482,6,0,-0.6,-0.68456,0,9,0.4,1.4,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,4,4,4,4,4,5,2801,1,3,1,12,"Black Male Striver","non_FASt_1_11"
1,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,-2,-0.7,0.3,4,3,3,3,4,3,4,3,3,3,3,3,3,2,3,4,4,4,4,4,3,5,4,5,5,5,2802,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,0,1,0.7532,0,-0.3436,7,2.512,3,0.699,8,-1.7624,0,-2.9496,0,"Asian","With family (commuting)","Male",1,0.7518,42,1,3,2.91544,2.91544,32,2.7,3.7,3,3,4,3,2,3,4,3,3,3,3,4,3,4,4,3,2,3,3,2,2,6,6,6,6,6,2803,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,8,-1.7624,0,-2.9496,1,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,24,1.9,2.9,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,5,5,NA,4,5,4,5,NA,5,5,4,2804,1,1,0,12,"Black Male Striver","non_FASt_1_11"
1,6,-0.527,6,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,2,-2.488,2,-0.301,18,8.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,-11,-1.6,-0.6,3,2,3,2,2,2,2,2,2,1,3,2,2,2,2,5,5,4,5,5,5,3,3,4,4,4,2805,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,7,0,-0.5,-0.58456,0,22,1.7,2.7,3,3,3,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,2,3,NA,6,5,5,6,2806,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.473,6,6,-0.0448000000000004,1,1,0.7532,1,0.6564,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Asian","With family (commuting)","Male",1,0.7518,49,1,3.7,3.61544,3.61544,16,1.1,2.1,2,2,3,3,4,4,4,4,4,4,4,3,4,2,2,6,5,5,5,5,5,7,7,6,6,6,2807,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,6,1.512,2,-0.301,8,-1.7624,3,0.0503999999999998,0,"White","On-campus (residence hall)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,5,0,1,3,3,3,2,3,3,3,4,3,4,3,3,3,3,3,4,4,4,3,4,4,5,5,6,5,5,2808,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,2,0,-1,-1.08456,0,-1,-0.6,0.4,2,2,1,4,4,4,3,3,3,3,4,3,4,3,3,5,4,5,5,5,5,5,5,NA,5,4,2809,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,3,0.699,3,-6.7624,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,41,1,2.9,2.81544,2.81544,-1,-0.6,0.4,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,2810,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,5,-1.527,6,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,13,3.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,60,1,4.8,4.71544,4.71544,-5,-1,0,4,3,3,3,2,3,3,3,2,2,2,2,2,2,3,NA,5,5,5,6,6,6,5,6,6,6,2811,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,80,1,6.8,6.71544,6.71544,-6,-1.1,-0.1,3,3,3,3,3,3,4,3,3,3,2,3,2,3,3,NA,6,6,5,6,5,6,6,6,6,5,2812,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.527,6,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,13,3.2376,0,-2.9496,1,"White","Off-campus (rent/apartment)","Female",1,0.7518,2,0,-1,-1.08456,0,-6,-1.1,-0.1,1,1,1,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,5,5,4,4,3,2813,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,0,-9.7624,0,-2.9496,0,"White","Off-campus (rent/apartment)","Male",0,-0.2482,2,0,-1,-1.08456,0,6,0.1,1.1,3,3,3,4,3,3,3,4,2,3,2,2,3,3,3,4,4,4,4,4,NA,5,5,5,NA,5,2814,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
1,5,-1.527,7,7,0.9552,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,8,5.0504,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,22,1,1,0.91544,0.91544,12,0.7,1.7,3,2,3,4,4,4,4,4,3,4,4,4,3,2,2,1,3,2,2,3,3,5,5,5,5,5,2815,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,3,-1.488,3,0.699,3,-6.7624,8,5.0504,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,80,1,6.8,6.71544,6.71544,30,2.5,3.5,2,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,2,3,3,3,4,5,6,5,5,5,2816,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.473,7,5,-1.0448,0,0,-0.2468,1,0.6564,4,-0.488,1,-1.301,8,-1.7624,8,5.0504,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,7,0.2,1.2,3,3,2,4,3,3,4,3,2,1,2,1,1,2,2,4,5,5,5,5,4,1,2,1,1,2,2817,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,39,1,2.7,2.61544,2.61544,-7,-1.2,-0.2,2,2,2,3,3,3,4,3,3,3,3,3,4,2,3,6,NA,6,5,5,5,5,5,6,5,6,2818,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,6,-0.527,7,8,1.9552,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,18,8.2376,8,5.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,-4,-0.9,0.1,1,2,2,4,3,3,3,3,2,2,2,2,2,4,3,4,5,4,4,4,5,3,4,4,NA,3,2819,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,3,0.699,13,3.2376,0,-2.9496,0,"White","Off-campus (rent/apartment)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,-7,-1.2,-0.2,3,3,2,2,3,2,3,3,2,2,2,2,3,3,3,3,4,3,3,3,3,4,5,5,5,4,2820,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
0,5,-1.527,7,6,-0.0448000000000004,0,1,0.7532,0,-0.3436,4,-0.488,3,0.699,23,13.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,30,1,1.8,1.71544,1.71544,-1,-0.6,0.4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,NA,3,3,4,6,6,6,6,6,2821,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.473,7,8,1.9552,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,23,13.2376,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,0,0,-1.2,-1.28456,0,-1,-0.6,0.4,2,2,2,3,2,3,4,3,2,2,3,3,3,2,3,6,6,NA,6,6,6,7,7,7,7,7,2822,0,2,1,3,"Asian High-Pressure Achiever","non_DE"
1,8,1.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,13,3.2376,18,15.0504,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,-0.2482,11,0,-0.1,-0.18456,0,-13,-1.8,-0.8,3,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,2,2,3,6,5,6,6,6,2823,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.527,7,7,0.9552,1,1,0.7532,1,0.6564,3,-1.488,2,-0.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,19,1,0.7,0.61544,0.61544,27,2.2,3.2,2,2,2,3,4,4,4,3,3,3,3,3,3,2,2,3,NA,4,NA,3,3,6,NA,6,6,5,2824,2,6,1,2,"Latino Off-Campus Working","FASt_12plus"
1,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,7,2.512,2,-0.301,13,3.2376,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,14,1,0.2,0.11544,0.11544,34,2.9,3.9,1,2,2,4,3,3,3,4,3,2,3,3,2,3,3,3,NA,NA,4,3,3,5,5,5,5,5,2825,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,8,1.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,0,"White","With family (commuting)","Female",0,-0.2482,34,1,2.2,2.11544,2.11544,28,2.3,3.3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,6,6,6,6,6,2826,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,5,-1.527,6,8,1.9552,0,0,-0.2468,1,0.6564,6,1.512,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,46,1,3.4,3.31544,3.31544,0,-0.5,0.5,3,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,4,4,4,3,4,4,4,4,4,4,2827,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,8,1.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,36,1,2.4,2.31544,2.31544,11,0.6,1.6,3,2,2,3,4,3,3,3,3,3,3,2,4,2,2,4,4,NA,3,4,4,3,3,3,4,3,2828,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,13,3.2376,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Male",1,0.7518,14,1,0.2,0.11544,0.11544,25,2,3,3,3,3,2,1,2,2,2,2,2,2,3,3,4,4,4,4,4,NA,4,5,5,5,5,6,5,2829,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,5,0.512,3,0.699,13,3.2376,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,6,0.1,1.1,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,5,5,5,4,NA,3,5,5,5,5,NA,2830,0,3,1,4,"Asian First-Gen Navigator","non_DE"
0,6,-0.527,6,7,0.9552,0,0,-0.2468,1,0.6564,4,-0.488,1,-1.301,13,3.2376,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,11,0,-0.1,-0.18456,0,24,1.9,2.9,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,5,5,5,5,5,4,6,6,6,6,5,2831,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,7,0.473,5,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,18,8.2376,3,0.0503999999999998,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,12,0.7,1.7,2,2,2,3,3,3,4,2,4,4,4,3,4,3,3,3,3,3,2,NA,3,3,4,5,NA,4,2832,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,8,1.473,7,7,0.9552,1,0,-0.2468,1,0.6564,7,2.512,2,-0.301,8,-1.7624,13,10.0504,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,17,1.2,2.2,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,7,6,NA,7,7,2833,1,1,0,5,"Black Campus Connector","non_FASt_1_11"
1,6,-0.527,6,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,-15,-2,-1,3,3,3,3,2,3,2,3,2,1,3,2,2,3,3,3,3,3,3,3,2,NA,2,2,2,2,2834,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,11,0.6,1.6,2,3,3,3,3,3,3,3,2,2,2,3,2,2,2,4,5,NA,4,5,4,4,3,3,3,3,2835,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,26,2.1,3.1,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,4,2836,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,18,8.2376,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,21,1.6,2.6,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,2837,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,5,-1.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,1,"White","Off-campus (rent/apartment)","Male",0,-0.2482,32,1,2,1.91544,1.91544,4,-0.1,0.9,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,4,4,4,4,4,4,3,3,3,3,3,2838,2,7,1,13,"White Working-Class Striver","FASt_12plus"
0,6,-0.527,7,5,-1.0448,0,1,0.7532,0,-0.3436,6,1.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,50,1,3.8,3.71544,3.71544,-5,-1,0,3,3,3,4,4,4,4,4,3,4,3,4,3,4,3,3,4,3,4,NA,4,7,6,7,7,7,2839,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,5,-1.527,7,5,-1.0448,0,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,14,1,0.2,0.11544,0.11544,-1,-0.6,0.4,2,2,2,3,4,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,5,5,NA,5,5,2840,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,31,2.6,3.6,2,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,4,3,4,3,4,6,6,6,6,6,2841,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,0,1,0.7532,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7518,49,1,3.7,3.61544,3.61544,8,0.3,1.3,2,3,3,4,4,4,4,4,3,3,4,3,3,3,3,2,3,3,2,3,3,6,6,6,5,6,2842,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.473,7,7,0.9552,0,1,0.7532,0,-0.3436,2,-2.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,3,0,-0.9,-0.98456,0,15,1,2,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2,4,5,4,4,NA,NA,3,4,4,5,5,2843,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.473,6,7,0.9552,0,1,0.7532,1,0.6564,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"White","On-campus (residence hall)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,-10,-1.5,-0.5,3,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,6,6,NA,6,6,2844,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,7,0.473,7,7,0.9552,1,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,8,-1.7624,18,15.0504,1,"White","Off-campus (rent/apartment)","Male",0,-0.2482,39,1,2.7,2.61544,2.61544,-5,-1,0,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,4,4,4,4,4,4,6,5,6,5,6,2845,2,5,1,13,"White Working-Class Striver","FASt_12plus"
0,7,0.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,4,-0.488,3,0.699,3,-6.7624,8,5.0504,0,"White","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,4,-0.1,0.9,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,2,2,2,3,2,3,6,7,7,7,7,2846,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Female",1,0.7518,1,0,-1.1,-1.18456,0,26,2.1,3.1,2,2,2,3,2,3,3,3,4,4,4,3,4,3,3,5,NA,5,4,5,4,4,4,4,4,4,2847,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,8,1.473,7,5,-1.0448,0,0,-0.2468,1,0.6564,7,2.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,36,1,2.4,2.31544,2.31544,-15,-2,-1,2,2,2,3,4,3,3,4,2,3,3,3,2,2,2,5,5,5,5,4,6,7,7,6,6,6,2848,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,1,"White","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,12,0.7,1.7,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,4,5,4,6,5,2849,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Asian","With family (commuting)","Female",0,-0.2482,12,1,0,-0.08456,-0.08456,17,1.2,2.2,2,3,3,3,4,4,4,4,3,2,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,5,2850,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,15,1,0.3,0.21544,0.21544,-11,-1.6,-0.6,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,4,4,4,4,5,3,6,6,6,5,5,2851,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,13,3.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",1,0.7518,22,1,1,0.91544,0.91544,-12,-1.7,-0.7,2,2,2,2,3,2,2,2,3,3,2,3,3,3,3,6,6,6,5,6,6,4,4,4,4,4,2852,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,8,1.473,7,8,1.9552,0,0,-0.2468,1,0.6564,6,1.512,1,-1.301,35,25.2376,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,42,1,3,2.91544,2.91544,7,0.2,1.2,1,1,1,2,2,2,2,2,3,2,3,3,3,2,2,5,5,NA,5,5,5,4,5,5,5,5,2853,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,5,0.512,1,-1.301,13,3.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,51,1,3.9,3.81544,3.81544,8,0.3,1.3,2,3,3,3,3,3,4,3,3,4,4,3,3,2,2,NA,NA,6,6,6,6,5,5,5,5,5,2854,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.527,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,3,0.699,3,-6.7624,18,15.0504,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,14,0.9,1.9,3,3,3,3,2,3,3,3,4,4,3,4,4,2,2,3,2,3,NA,3,4,6,5,6,6,6,2855,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,1,-1.301,8,-1.7624,3,0.0503999999999998,0,"White","Off-campus (rent/apartment)","Female",1,0.7518,2,0,-1,-1.08456,0,-11,-1.6,-0.6,2,2,2,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,7,7,7,7,6,2856,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
1,5,-1.527,6,7,0.9552,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,18,8.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,-5,-1,0,3,4,4,3,3,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,6,6,6,5,6,2857,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.527,7,7,0.9552,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,8,5.0504,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,30,2.5,3.5,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,5,5,4,4,4,4,3,4,4,4,4,2858,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,3,0.0503999999999998,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,6,0,-0.6,-0.68456,0,-4,-0.9,0.1,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,6,5,5,4,5,5,2,3,3,3,3,2859,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,5,-1.527,7,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,35,25.2376,8,5.0504,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,23,1.8,2.8,3,2,2,3,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,6,6,6,6,5,2860,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
